Virginia Department of Education,,,,,,,,,,,,,,,,,,,,,
"2015-2016 Student Membership by School (Grade, Ethnicity, & Gender)",,,,,,,,,,,,,,,,,,,,,
(11/18/2015),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Division No.,Division Name,School No.,School Name,Grade,Hispanic/ of any Race Male,Hispanic/ of any Race Female,"American Indian/Alaska Native 
Male","American Indian/Alaska Native 
Female",Asian Male,Asian Female,Black or African American Male,Black or African American Female,"Native Hawaiian/
Pacific Islander 
Male","Native Hawaiian/
Pacific Islander Female","White
Male",White Female,"Two or more races  (Non-Hispanic)
Male","Two or more races (Non-Hispanic)
Female","Total
Full-time Students",Part-time Students,"Total 
Full-time & Part-time Students"
2,ALBEMARLE CO PBLC SCHS,942,JOSEPH T HENLEY MIDDLE,8,6,4,0,0,2,2,1,3,0,0,121,127,7,5,278,0,278
2,ALBEMARLE CO PBLC SCHS,20,LESLIE H WALTON MIDDLE,6,6,6,1,0,0,0,5,8,0,0,54,34,0,4,118,0,118
2,ALBEMARLE CO PBLC SCHS,20,LESLIE H WALTON MIDDLE,7,2,1,0,0,1,3,5,10,0,0,28,33,2,6,91,0,91
2,ALBEMARLE CO PBLC SCHS,20,LESLIE H WALTON MIDDLE,8,1,1,0,0,1,2,7,8,0,0,56,47,2,1,126,1,127
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,1,15,23,0,0,3,7,21,18,0,0,13,10,4,3,117,0,117
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,2,14,14,0,0,7,5,16,16,0,0,12,12,4,6,106,0,106
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,3,5,6,0,0,6,7,19,11,0,0,9,9,1,3,76,0,76
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,4,7,8,0,0,4,3,13,13,0,0,14,9,5,5,81,0,81
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,5,11,5,0,0,5,0,15,11,0,0,3,4,2,2,58,0,58
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,KG,17,12,0,0,9,9,13,17,0,0,20,13,3,2,115,0,115
2,ALBEMARLE CO PBLC SCHS,40,MARY CARR GREER ELEM,PK,9,7,0,0,2,3,11,12,0,0,4,2,3,3,56,0,56
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,1,1,0,0,0,2,0,0,0,0,0,39,30,0,0,72,0,72
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,2,0,0,0,0,0,2,1,0,0,1,40,27,0,0,71,0,71
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,3,0,1,0,0,2,0,1,0,0,0,30,39,2,1,76,0,76
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,4,1,0,0,0,2,1,0,0,0,0,43,31,0,1,79,0,79
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,5,2,0,0,0,1,3,0,0,0,0,37,27,0,1,71,0,71
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,KG,1,5,0,0,0,1,0,0,0,0,33,26,0,0,66,0,66
2,ALBEMARLE CO PBLC SCHS,250,MERIWETHER LEWIS ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ALBEMARLE CO PBLC SCHS,"1,052",MONTICELLO HIGH,9,23,25,2,0,2,2,21,22,0,0,110,109,8,5,329,0,329
2,ALBEMARLE CO PBLC SCHS,"1,052",MONTICELLO HIGH,10,20,27,1,1,6,3,19,15,0,0,82,86,11,8,279,0,279
2,ALBEMARLE CO PBLC SCHS,"1,052",MONTICELLO HIGH,11,14,8,0,1,8,1,17,25,0,0,92,97,5,10,278,0,278
2,ALBEMARLE CO PBLC SCHS,"1,052",MONTICELLO HIGH,12,12,11,0,0,1,5,20,14,1,0,85,104,8,4,265,0,265
2,ALBEMARLE CO PBLC SCHS,"1,051",MORTIMER Y SUTHERLAND MIDDLE,6,2,11,0,1,9,8,10,8,0,0,86,65,8,10,218,0,218
2,ALBEMARLE CO PBLC SCHS,"1,051",MORTIMER Y SUTHERLAND MIDDLE,7,10,5,0,0,9,11,7,12,1,0,69,63,6,2,195,0,195
2,ALBEMARLE CO PBLC SCHS,"1,051",MORTIMER Y SUTHERLAND MIDDLE,8,8,7,0,0,9,9,8,2,0,0,70,66,9,6,194,0,194
2,ALBEMARLE CO PBLC SCHS,890,MURRAY HIGH,9,1,2,1,0,0,0,1,1,0,0,15,13,0,1,35,0,35
2,ALBEMARLE CO PBLC SCHS,890,MURRAY HIGH,10,1,1,0,0,0,0,1,1,0,0,5,13,0,1,23,0,23
2,ALBEMARLE CO PBLC SCHS,890,MURRAY HIGH,11,0,0,0,0,0,0,0,0,0,0,13,11,3,1,28,0,28
2,ALBEMARLE CO PBLC SCHS,890,MURRAY HIGH,12,0,0,1,0,0,0,3,3,0,0,9,7,0,0,23,0,23
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,1,20,27,0,0,3,2,7,5,0,0,37,28,5,3,137,0,137
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,2,23,14,0,0,1,3,5,6,0,0,25,24,4,4,109,0,109
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,3,22,18,0,0,0,0,6,4,0,0,31,25,3,3,112,0,112
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,4,13,14,0,0,0,0,4,3,0,0,27,16,3,1,81,0,81
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,5,16,17,0,0,3,6,5,6,0,0,28,25,5,3,114,0,114
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,KG,24,21,0,0,3,4,3,1,0,0,22,27,3,2,110,0,110
2,ALBEMARLE CO PBLC SCHS,150,PAUL H CALE ELEM,PK,13,9,0,0,1,0,4,3,0,0,3,4,3,0,40,0,40
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,1,2,0,0,0,0,0,2,2,0,0,13,10,0,2,31,0,31
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,2,0,1,0,0,0,0,0,1,0,0,8,10,2,0,22,0,22
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,3,0,3,0,0,0,0,2,0,0,0,7,7,1,1,21,0,21
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,4,1,2,1,0,0,0,3,0,0,0,13,8,1,1,30,0,30
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,5,1,0,0,0,0,0,3,1,0,0,7,10,0,0,22,0,22
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,KG,1,0,0,0,0,0,0,1,0,0,8,10,1,0,21,0,21
2,ALBEMARLE CO PBLC SCHS,540,RED HILL ELEM,PK,3,2,0,0,0,0,0,0,0,0,6,4,1,0,16,0,16
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,1,0,1,0,0,0,0,0,0,0,0,13,10,2,2,28,0,28
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,2,0,0,0,0,0,0,0,0,0,0,18,15,1,0,34,0,34
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,3,0,1,0,0,0,0,1,0,0,0,11,13,0,0,26,0,26
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,4,1,1,0,0,0,1,0,0,0,0,9,11,0,1,24,0,24
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,5,0,0,0,0,0,0,0,0,0,0,18,16,1,2,37,0,37
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,KG,0,1,0,0,0,0,0,0,0,0,16,14,0,1,32,0,32
2,ALBEMARLE CO PBLC SCHS,30,SCOTTSVILLE ELEM,PK,3,4,0,0,0,0,0,3,0,0,2,4,1,2,19,0,19
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,1,0,4,0,0,1,3,3,2,0,1,29,23,2,3,71,0,71
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,2,1,3,0,0,1,1,3,1,0,0,25,19,4,1,59,0,59
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,3,5,2,0,0,1,2,2,1,1,0,32,21,0,3,70,0,70
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,4,1,3,0,0,0,2,7,3,0,0,19,21,2,1,59,0,59
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,5,1,1,0,0,0,1,7,4,0,0,26,24,1,0,65,0,65
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,KG,1,1,0,0,1,1,2,1,0,0,21,31,1,1,61,0,61
2,ALBEMARLE CO PBLC SCHS,920,STONE ROBINSON ELEM,PK,4,1,0,0,0,0,4,2,0,0,9,8,2,1,31,0,31
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,1,3,3,0,0,0,0,0,1,0,0,17,15,1,0,40,0,40
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,2,4,0,0,0,1,1,2,4,0,0,9,21,0,0,42,0,42
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,3,2,2,0,0,1,1,2,2,0,0,18,17,1,1,47,0,47
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,4,1,1,0,0,0,1,3,1,0,0,16,9,0,0,32,0,32
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,5,2,0,0,0,1,0,4,4,0,0,17,20,3,3,54,0,54
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,KG,1,3,0,0,0,0,4,2,0,0,13,8,1,2,34,0,34
2,ALBEMARLE CO PBLC SCHS,240,STONY POINT ELEM,PK,3,4,0,0,0,0,3,3,0,0,1,0,0,0,14,0,14
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,1,1,1,0,0,0,1,1,1,0,0,17,12,0,0,34,0,34
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,2,3,0,0,0,0,0,3,2,0,0,20,9,3,4,44,0,44
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,3,1,0,0,0,0,3,1,0,0,0,25,15,1,0,46,0,46
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,4,2,0,0,0,0,1,1,1,0,0,21,7,3,0,36,0,36
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,5,3,1,0,0,2,4,0,1,0,0,15,15,1,2,44,0,44
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,KG,1,1,0,0,2,1,1,1,0,0,20,15,3,1,46,0,46
2,ALBEMARLE CO PBLC SCHS,910,VIRGINIA L MURRAY ELEM,PK,0,0,0,0,2,0,0,0,0,0,3,2,0,0,7,0,7
2,ALBEMARLE CO PBLC SCHS,140,WESTERN ALBEMARLE HIGH,9,8,5,0,0,3,4,2,1,1,0,124,117,4,5,274,1,275
2,ALBEMARLE CO PBLC SCHS,140,WESTERN ALBEMARLE HIGH,10,2,2,0,0,1,3,4,5,0,0,107,134,6,6,270,0,270
2,ALBEMARLE CO PBLC SCHS,140,WESTERN ALBEMARLE HIGH,11,10,5,0,2,3,3,4,7,0,0,87,110,6,6,243,0,243
2,ALBEMARLE CO PBLC SCHS,140,WESTERN ALBEMARLE HIGH,12,2,6,0,0,3,5,3,7,0,0,112,136,4,8,286,0,286
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,1,5,7,0,0,2,2,8,10,0,0,6,16,2,1,59,0,59
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,2,3,6,0,0,0,1,14,4,0,0,18,16,3,1,66,0,66
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,3,3,8,0,0,0,3,3,5,0,0,12,9,1,0,44,0,44
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,4,5,5,1,0,0,1,9,6,0,0,13,12,1,0,53,0,53
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,5,4,3,0,0,1,2,4,6,0,0,11,19,2,1,53,0,53
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,KG,6,5,0,0,1,2,7,7,0,0,10,15,0,1,54,0,54
2,ALBEMARLE CO PBLC SCHS,930,WOODBROOK ELEM,PK,3,3,0,0,0,0,6,5,0,0,4,3,3,1,28,0,28
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,1,11,9,0,0,2,1,8,5,0,0,19,23,2,1,81,0,81
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,2,12,13,0,0,1,1,5,8,0,1,23,16,0,0,80,1,81
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,3,10,6,0,0,3,0,9,10,0,0,22,20,1,4,85,1,86
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,4,10,9,0,0,0,0,5,4,0,0,18,15,2,0,63,2,65
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,5,7,6,0,0,1,0,5,6,1,0,11,18,2,4,61,0,61
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,KG,9,9,0,0,1,1,7,5,0,0,23,29,3,1,88,0,88
101,ALEXANDRIA CITY PBLC SCHS,120,CHARLES BARRETT ELEM,PK,3,2,0,0,1,0,0,0,0,0,5,4,2,2,19,3,22
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,1,22,18,0,0,0,0,11,5,0,0,5,1,0,0,62,0,62
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,2,28,26,0,0,0,0,9,4,0,0,2,0,1,0,70,0,70
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,3,24,17,0,0,0,2,5,4,0,0,1,1,0,0,54,0,54
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,4,21,23,0,0,0,0,6,6,0,0,3,1,0,0,60,0,60
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,5,9,18,0,0,0,2,13,8,0,0,2,0,0,0,52,0,52
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,KG,27,16,0,0,0,0,3,5,0,0,2,5,0,0,58,0,58
101,ALEXANDRIA CITY PBLC SCHS,160,CORA KELLY MAGNET ELEM,PK,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,1,12,14,0,0,3,1,15,10,0,0,37,28,2,7,129,0,129
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,2,9,14,0,0,2,1,13,14,0,0,25,37,1,2,118,0,118
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,3,16,11,0,0,1,0,15,14,0,0,23,28,4,2,114,1,115
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,4,12,11,0,0,5,2,13,11,0,1,31,26,0,1,113,1,114
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,5,8,13,0,0,0,2,12,12,0,0,27,34,1,0,109,0,109
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,KG,6,12,1,0,2,2,11,12,0,0,40,37,3,4,130,0,130
101,ALEXANDRIA CITY PBLC SCHS,110,DOUGLAS MACARTHUR ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101,ALEXANDRIA CITY PBLC SCHS,140,FRANCIS C. HAMMOND MIDDLE,6,101,76,1,3,18,16,91,79,1,2,18,18,3,3,430,4,434
101,ALEXANDRIA CITY PBLC SCHS,140,FRANCIS C. HAMMOND MIDDLE,7,108,87,0,0,13,22,86,98,0,0,34,33,10,7,498,1,499
101,ALEXANDRIA CITY PBLC SCHS,140,FRANCIS C. HAMMOND MIDDLE,8,105,80,0,0,14,12,90,101,0,0,34,31,8,3,478,0,478
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,1,15,16,0,0,0,1,3,2,0,0,32,33,1,3,106,1,107
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,2,19,17,0,0,1,0,6,4,0,0,27,28,0,1,103,0,103
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,3,17,18,0,0,0,0,1,3,0,0,34,26,2,2,103,1,104
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,4,10,14,0,0,0,0,3,3,0,0,17,20,0,2,69,0,69
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,5,9,14,0,1,1,0,0,1,0,0,29,17,1,1,74,0,74
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,KG,18,17,0,0,0,2,1,3,0,0,34,26,2,0,103,1,104
101,ALEXANDRIA CITY PBLC SCHS,100,GEORGE MASON ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
101,ALEXANDRIA CITY PBLC SCHS,130,GEORGE WASHINGTON MIDDLE,6,75,58,0,1,9,2,46,40,0,0,97,118,7,10,463,1,464
101,ALEXANDRIA CITY PBLC SCHS,130,GEORGE WASHINGTON MIDDLE,7,66,72,0,0,5,5,37,44,0,1,87,80,3,8,408,3,411
101,ALEXANDRIA CITY PBLC SCHS,130,GEORGE WASHINGTON MIDDLE,8,83,66,0,1,6,3,52,46,0,0,93,65,5,3,423,2,425
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,1,12,23,0,0,1,3,29,24,0,0,18,12,2,1,125,0,125
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,2,20,17,1,0,3,3,32,18,0,0,9,11,3,1,118,0,118
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,3,21,25,0,1,4,4,28,22,1,0,23,12,4,0,145,0,145
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,4,17,14,1,1,4,2,25,17,0,0,16,16,4,0,117,0,117
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,5,25,17,2,2,0,4,23,18,1,1,9,6,3,1,112,1,113
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,KG,21,24,1,0,1,6,19,17,0,1,20,15,0,1,126,1,127
101,ALEXANDRIA CITY PBLC SCHS,220,JAMES K POLK ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,1,4,4,0,0,0,0,27,16,0,0,2,3,0,0,56,1,57
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,2,4,6,0,0,0,0,16,15,0,0,2,2,1,1,47,0,47
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,3,3,8,0,0,1,0,27,21,0,0,0,3,1,1,65,0,65
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,4,9,3,0,0,0,0,18,13,0,0,3,0,0,1,47,0,47
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,5,3,3,0,0,1,1,12,14,0,0,3,0,1,0,38,0,38
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,6,13,4,0,0,0,2,20,19,0,0,7,5,0,0,70,0,70
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,7,5,5,0,0,0,3,17,18,0,0,1,4,0,0,53,0,53
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,8,2,2,0,0,0,0,15,8,0,0,1,1,0,0,29,0,29
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,KG,9,9,0,0,0,0,14,23,0,0,4,9,1,1,70,3,73
101,ALEXANDRIA CITY PBLC SCHS,90,JEFFERSON-HOUSTON ELEM,PK,8,5,0,0,1,1,12,5,0,0,12,8,0,1,53,22,75
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,1,35,26,0,0,6,10,30,12,0,0,20,19,2,0,160,0,160
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,2,35,35,0,0,5,5,18,35,0,0,14,9,5,4,165,0,165
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,3,29,31,0,0,6,7,26,27,0,0,9,8,1,2,146,1,147
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,4,20,21,0,0,3,4,24,20,0,0,17,18,1,2,130,0,130
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,5,28,20,0,0,6,6,18,20,1,0,8,9,1,0,117,0,117
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,KG,33,27,0,0,8,5,44,30,0,0,15,12,0,0,174,0,174
101,ALEXANDRIA CITY PBLC SCHS,230,JOHN ADAMS ELEM,PK,18,5,0,0,10,12,32,21,0,0,18,9,0,2,127,30,157
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,1,5,2,0,0,1,0,10,9,0,0,17,24,1,1,70,1,71
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,2,2,0,0,1,3,0,14,12,0,1,21,24,0,2,80,1,81
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,3,2,5,0,0,0,0,11,9,0,1,21,20,1,1,71,0,71
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,4,2,3,0,0,0,1,4,13,1,0,21,17,1,2,65,0,65
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,5,0,2,0,0,2,0,11,9,0,0,6,18,0,2,50,3,53
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,KG,7,3,0,0,0,0,15,13,0,1,12,22,1,1,75,1,76
101,ALEXANDRIA CITY PBLC SCHS,80,LYLES-CROUCH ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,1,5,2,0,0,1,0,8,17,0,0,19,23,5,2,82,0,82
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,2,3,3,0,0,0,0,9,11,0,0,15,16,0,2,59,0,59
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,3,5,3,0,0,0,0,14,14,0,0,26,19,3,0,84,0,84
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,4,5,4,0,0,2,2,3,8,0,0,23,27,0,0,74,0,74
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,5,3,2,0,0,0,0,10,10,0,0,17,22,0,1,65,0,65
101,ALEXANDRIA CITY PBLC SCHS,60,MAURY ELEM,KG,4,1,0,0,1,0,15,8,0,0,22,25,0,2,78,3,81
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,1,34,43,0,0,1,2,4,5,0,0,27,25,1,0,142,0,142
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,2,38,41,0,0,0,0,7,4,0,0,26,27,1,3,147,1,148
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,3,39,51,0,0,1,4,4,2,0,0,24,23,2,2,152,0,152
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,4,38,39,0,0,0,0,4,4,0,0,24,25,2,0,136,1,137
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,5,44,30,0,0,1,0,3,4,1,0,21,13,2,3,122,0,122
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,KG,39,46,0,0,1,2,8,5,0,0,24,25,2,2,154,2,156
101,ALEXANDRIA CITY PBLC SCHS,30,MOUNT VERNON ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,1,13,19,0,0,3,5,17,24,0,0,5,7,1,1,95,0,95
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,2,16,14,1,0,4,0,33,31,0,0,3,3,3,0,108,0,108
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,3,20,11,0,0,3,5,23,21,0,0,5,6,0,0,94,0,94
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,4,7,13,0,0,1,1,23,21,0,0,1,4,0,0,71,0,71
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,5,14,11,0,0,2,0,21,16,0,0,2,3,0,2,71,1,72
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,KG,21,14,0,0,1,1,28,28,0,0,8,3,2,3,109,0,109
101,ALEXANDRIA CITY PBLC SCHS,50,PATRICK HENRY ELEM,PK,13,8,0,0,8,4,20,21,0,0,7,11,2,1,95,4,99
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,1,19,25,0,1,3,5,23,27,0,0,13,13,3,3,135,0,135
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,2,18,25,0,0,3,3,26,18,0,0,23,13,1,1,131,0,131
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,3,10,9,0,0,7,6,29,26,0,0,13,13,2,2,117,0,117
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,4,14,16,0,1,2,4,21,32,0,0,13,9,0,1,113,0,113
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,5,16,14,0,1,9,3,20,18,0,0,11,9,1,1,103,0,103
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,KG,19,15,0,0,4,8,29,35,0,0,17,21,2,1,151,0,151
101,ALEXANDRIA CITY PBLC SCHS,333,SAMUEL W TUCKER ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
101,ALEXANDRIA CITY PBLC SCHS,210,TC WILLIAMS HIGH,9,217,176,0,0,27,25,153,141,5,1,103,113,11,11,983,1,984
101,ALEXANDRIA CITY PBLC SCHS,210,TC WILLIAMS HIGH,10,278,188,0,0,27,26,163,170,1,2,94,102,12,12,"1,075",1,"1,076"
101,ALEXANDRIA CITY PBLC SCHS,210,TC WILLIAMS HIGH,11,167,146,1,1,23,24,140,136,0,3,90,69,7,13,820,3,823
101,ALEXANDRIA CITY PBLC SCHS,210,TC WILLIAMS HIGH,12,119,111,1,0,21,24,125,151,1,0,97,96,4,3,753,0,753
101,ALEXANDRIA CITY PBLC SCHS,190,WILLIAM RAMSAY ELEM,1,43,38,0,0,6,7,20,27,0,0,9,9,0,1,160,0,160
101,ALEXANDRIA CITY PBLC SCHS,190,WILLIAM RAMSAY ELEM,2,44,42,0,0,5,6,13,15,0,0,7,5,1,1,139,0,139
