"","Div.Num","Sch.Num","Level","Div.Name","School.Name.sdh","School.Type","Low.Grade","High.Grade","Subject","Subgroup","X2013.2014.Pass.Rate","X2014.2015.Pass.Rate","X2015.2016.Pass.Rate","Division.Name.ad","School.Name.acd","School.Accreditation.Rating","English","Met.English","Mathematics","Met.Mathematics","History","Met.History","Science","Met.Science","GCI","Met.GCI","Division.Name.ed","School.Name","Grade","Hispanic..of.any.Race.Male","Hispanic..of.any.Race.Female","American.Indian.Alaska.Native..Male","American.Indian.Alaska.Native..Female","Asian.Male","Asian.Female","Black.or.African.American.Male","Black.or.African.American.Female","Native.Hawaiian..Pacific.Islander..Male","Native.Hawaiian..Pacific.Islander.Female","White.Male","White.Female","Two.or.more.races...Non.Hispanic..Male","Two.or.more.races..Non.Hispanic..Female","Total.Full.time.Students","Part.time.Students","Total..Full.time...Part.time.Students","Name","FY.2014..Actual.Average.Teacher.Salary","FY.2015..Actual.Average.Teacher.Salary","FY.2014.to.FY.2015.Percent.Increase...Decrease.","FY.2016..Budgeted.Average.Teacher.Salary","FY.2015.to.FY.2016.Percent.Increase...Decrease."
"1",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Black","87","78","80","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"2",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Asian","<","100","83","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"3",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Black","81","75","78","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"4",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","All Students","80","78","74","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"5",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","White","83","77","83","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"6",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Male","82","79","74","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"7",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Asian","100","100","<","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"8",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Limited English Proficient","36","25","41","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"9",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Limited English Proficient","50","<","0","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"10",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","White","84","89","92","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"11",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","White","90","87","89","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"12",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Asian","<","<","<","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"13",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Asian","78","<","100","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"14",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","All Students","88","83","82","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"15",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Students with Disabilities","56","44","46","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"16",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Female","79","76","76","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"17",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Male","74","69","72","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"18",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Limited English Proficient","76","54","50","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"19",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Male","77","74","85","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"20",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","All Students","85","79","84","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"21",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Male","82","79","75","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"22",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Male","85","80","79","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"23",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","All Students","80","77","76","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"24",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Asian","<","<","<","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"25",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Hispanic","86","71","71","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"26",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Limited English Proficient","40","<","20","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"27",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Hispanic","92","74","79","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"28",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","White","84","83","85","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"29",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Female","85","80","80","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"30",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Limited English Proficient","44","47","24","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"31",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Black","69","70","64","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"32",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Black","71","70","69","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"33",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Students with Disabilities","45","38","60","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"34",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Students with Disabilities","50","50","46","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"35",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Students with Disabilities","47","52","55","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"36",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Students with Disabilities","41","37","52","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"37",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","All Students","79","75","76","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"38",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Hispanic","92","81","70","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"39",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Black","77","69","66","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"40",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Economically Disadvantaged","75","72","70","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"41",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Economically Disadvantaged","82","73","78","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"42",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Hispanic","84","73","83","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"43",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Science","Economically Disadvantaged","77","71","72","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"44",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","White","84","85","91","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"45",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"Mathematics","Economically Disadvantaged","77","74","72","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"46",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Hispanic","92","89","76","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"47",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Writing","Female","93","87","83","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"48",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Female","90","86","85","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"49",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"English: Reading","Economically Disadvantaged","85","77","80","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"50",1,540,"Sch","Accomack County ","Arcadia High","High","9",12,"History and Social Sciences","Female","77","76","74","Accomack County ","Arcadia High","Fully Accredited","82","Yes","76","Yes","78","Yes","77","Yes","90","Yes","ACCOMACK CO PBLC SCHS","ARCADIA HIGH","12","12","6","0","0","0","2","33","21","0",0,"33","34","1","2","144",0,"144","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"51",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Hispanic","86","85","78","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"52",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Economically Disadvantaged","86","68","74","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"53",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Limited English Proficient","48","63","30","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"54",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","All Students","83","76","81","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"55",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Black","81","69","77","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"56",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","All Students","92","82","83","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"57",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Black","76","75","70","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"58",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Economically Disadvantaged","79","71","75","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"59",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Limited English Proficient","57","45","35","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"60",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Asian","<","<","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"61",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Hispanic","82","78","68","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"62",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Male","78","75","73","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"63",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Black","69","56","52","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"64",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Limited English Proficient","73","87","65","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"65",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Limited English Proficient","56","30","57","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"66",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Hispanic","83","88","76","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
