"","Div.Num","Sch.Num","Level","Div.Name","School.Name.sdh","School.Type","Low.Grade","High.Grade","Subject","Subgroup","X2013.2014.Pass.Rate","X2014.2015.Pass.Rate","X2015.2016.Pass.Rate","Division.Name.ad","School.Name.acd","School.Accreditation.Rating","English","Met.English","Mathematics","Met.Mathematics","History","Met.History","Science","Met.Science","GCI","Met.GCI","Division.Name.ed","School.Name","Grade","Hispanic..of.any.Race.Male","Hispanic..of.any.Race.Female","American.Indian.Alaska.Native..Male","American.Indian.Alaska.Native..Female","Asian.Male","Asian.Female","Black.or.African.American.Male","Black.or.African.American.Female","Native.Hawaiian..Pacific.Islander..Male","Native.Hawaiian..Pacific.Islander.Female","White.Male","White.Female","Two.or.more.races...Non.Hispanic..Male","Two.or.more.races..Non.Hispanic..Female","Total.Full.time.Students","Part.time.Students","Total..Full.time...Part.time.Students","Name","FY.2014..Actual.Average.Teacher.Salary","FY.2015..Actual.Average.Teacher.Salary","FY.2014.to.FY.2015.Percent.Increase...Decrease.","FY.2016..Budgeted.Average.Teacher.Salary","FY.2015.to.FY.2016.Percent.Increase...Decrease."
"1579",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Male","82","83","80","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1580",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Limited English Proficient","55","63","71","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1581",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","White","99","96","94","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1582",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Male","71","65","77","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1583",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","Economically Disadvantaged","63","50","50","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1584",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","Black","61","71","56","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1585",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","Female","77","82","75","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1586",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","All Students","95","92","89","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1587",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","Black","91","84","84","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1588",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Female","85","82","77","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1589",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","Hispanic","86","91","81","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1590",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Economically Disadvantaged","70","66","63","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1591",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Students with Disabilities","57","61","44","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1592",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Asian","100","80","100","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1593",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","Female","95","94","92","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1594",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Students with Disabilities","54","58","47","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1595",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Asian","79","90","100","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1596",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","All Students","75","74","68","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1597",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Male","86","85","82","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1598",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Hispanic","85","94","84","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1599",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Students with Disabilities","46","44","62","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1600",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Economically Disadvantaged","67","48","71","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1601",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Science","Economically Disadvantaged","61","69","65","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1602",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","Male","96","89","87","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1603",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","Hispanic","55","86","64","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1604",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Writing","Limited English Proficient","<","50","40","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1605",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Limited English Proficient","58","100","43","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1606",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Hispanic","71","64","81","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1607",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"English: Reading","Limited English Proficient","83","<","40","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1608",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"History and Social Sciences","Hispanic","86","93","80","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1609",21,530,"Sch","Chesterfield County ","Matoaca High","High","9",12,"Mathematics","Limited English Proficient","63","86","60","Chesterfield County ","Matoaca High","Fully Accredited","83","Yes","71","Yes","83","Yes","82","Yes","93","Yes","CHESTERFIELD CO PBLC SCHS","MATOACA HIGH","12","13","8","1","1","2","5","82","79","0",1,"124","109","12","13","450",0,"450","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1610",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Science","Black","63","73","75","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1611",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","Asian","97","92","93","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1612",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","Asian","92","80","89","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1613",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","All Students","81","80","81","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1614",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","All Students","84","81","80","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1615",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","Limited English Proficient","72","67","66","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1616",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","Students with Disabilities","54","46","52","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1617",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","Black","57","73","74","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1618",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","All Students","61","59","60","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1619",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Science","Male","66","73","78","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1620",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","Male","56","68","74","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1621",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","Limited English Proficient","52","46","58","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1622",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Asian","63","67","80","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1623",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Students with Disabilities","31","20","27","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1624",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Science","Students with Disabilities","35","41","51","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1625",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","Limited English Proficient","85","73","52","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1626",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Limited English Proficient","41","49","36","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1627",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","Students with Disabilities","67","51","56","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1628",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Science","White","69","84","84","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1629",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","Asian","72","90","95","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1630",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Black","62","55","58","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1631",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","White","49","81","83","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1632",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","Male","85","83","81","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1633",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","Male","83","81","77","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1634",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Female","68","64","67","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1635",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"History and Social Sciences","Female","77","77","81","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1636",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","Economically Disadvantaged","83","75","72","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1637",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"Mathematics","Students with Disabilities","36","54","41","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1638",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Writing","Economically Disadvantaged","54","41","52","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
"1639",21,580,"Sch","Chesterfield County ","Meadowbrook High","High","9",12,"English: Reading","White","79","86","80","Chesterfield County ","Meadowbrook High","Fully Accredited","78","Yes","76","Yes","83","Yes","73","Yes","88","Yes","CHESTERFIELD CO PBLC SCHS","MEADOWBROOK HIGH","12","44","50","0","1","5","2","136","100","1",0,"18","12","0","3","372",0,"372","Chesterfield County Public Schools",50087,50281,"0.39% ",49065,"(2.42%)"
